timestamp,eda_value
1749505648.190971,0.067322
1749505648.440954,0.067483
1749505648.690937,0.067410
1749505648.940920,0.069078
1749505649.190903,0.068185
1749505649.440886,0.066414
1749505649.690869,0.068405
1749505659.440208,0.071406
1749505659.690191,0.071742
1749505659.940174,0.071259
1749505660.190157,0.070761
1749505660.440140,0.070059
1749505660.690123,0.070615
1749505660.940106,0.069268
1749505661.190089,0.070674
1749505661.440073,0.070600
1749505661.690056,0.068785
1749505661.940038,0.069268
1749505662.190022,0.071010
1749505662.440005,0.070410
1749505662.689988,0.069634
1749505662.939971,0.071010
1749505663.189954,0.071391
1749505663.439937,0.070337
1749505663.689920,0.070513
1749505663.939903,0.069429
1749505664.189886,0.070849
1749505664.439869,0.070308
1749505664.689852,0.069781
1749505664.939835,0.069810
1749505665.189818,0.070483
1749505665.439801,0.069854
1749505665.689784,0.069825
1749505665.939767,0.070103
1749505666.189750,0.069225
1749505666.439733,0.070103
1749505666.689716,0.070322
1749505666.939699,0.069825
1749505667.189682,0.069415
1749505667.439666,0.070249
1749505667.689649,0.069766
1749505667.939632,0.069795
1749505668.189615,0.070337
1749505668.439598,0.070586
1749505668.689581,0.069210
1749505668.939564,0.069429
1749505669.189547,0.067746
1749505669.439530,0.069620
1749505669.689513,0.069473
1749505669.939496,0.070278
1749505670.189479,0.070088
1749505670.439462,0.070322
1749505670.689445,0.071245
1749505670.939428,0.069137
1749505671.189411,0.069620
1749505671.439394,0.070747
1749505671.689377,0.069429
1749505671.939360,0.068844
1749505672.189343,0.068288
1749505672.439326,0.067995
1749505672.689309,0.069913
1749505672.939292,0.069210
1749505686.188394,0.071054
1749505686.438377,0.070571
1749505686.688360,0.070074
1749505686.938343,0.071025
1749505687.188326,0.071376
1749505687.438309,0.071201
1749505687.688292,0.072342
1749505687.938275,0.072781
1749505688.188258,0.070718
1749505688.438241,0.071083
1749505688.688224,0.070278
1749505688.938207,0.071274
1749505689.188190,0.071596
1749505689.438173,0.071332
1749505689.688156,0.074011
1749505689.938139,0.073909
1749505690.188123,0.073704
1749505690.438106,0.072796
1749505690.688089,0.071040
1749505690.938071,0.072899
1749505691.188055,0.074348
1749505691.438038,0.073586
1749505691.688021,0.073865
1749505691.938004,0.073323
1749505692.187987,0.072591
1749505692.437970,0.071786
1749505692.687953,0.071567
1749505692.937936,0.073382
1749505693.187919,0.073440
1749505693.437902,0.072957
1749505693.687885,0.073294
1749505693.937868,0.072225
1749505694.187851,0.072928
1749505694.437834,0.071640
1749505694.687817,0.073455
1749505694.937800,0.073425
1749505695.187783,0.072942
1749505695.437766,0.073865
1749505695.687749,0.073147
1749505695.937732,0.071610
1749505696.187716,0.073718
1749505696.437699,0.073250
1749505696.687682,0.073586
1749505696.937665,0.073103
1749505697.187648,0.073762
1749505697.437631,0.073821
1749505697.687614,0.073045
1749505697.937597,0.072723
1749505698.187580,0.071845
1749505698.437563,0.071596
1749505698.687546,0.071757
1749505698.937529,0.070688
1749505699.187512,0.071171
1749505699.437495,0.071830
1749505699.687478,0.072225
1749505701.437359,0.072328
1749505701.687342,0.072650
1749505701.937325,0.072957
1749505702.187309,0.073074
1749505702.437292,0.070571
1749505702.687275,0.070879
1749505702.937258,0.071742
1749505703.187241,0.073923
1749505703.437224,0.073030
1749505703.687207,0.073206
1749505703.937190,0.073601
1749505704.187173,0.073367
1749505704.437156,0.072533
1749505704.687139,0.073162
1749505704.937122,0.072899
1749505705.187105,0.072986
1749505705.437088,0.073923
1749505705.687071,0.073894
1749505705.937054,0.073660
1749505706.187037,0.073060
1749505706.437020,0.074479
1749505706.687003,0.073938
1749505706.936986,0.075050
1749505707.186970,0.075724
1749505707.436953,0.074655
1749505707.686935,0.074231
1749505707.936918,0.073616
1749505708.186902,0.074992
1749505708.436885,0.073835
1749505708.686868,0.073147
1749505708.936851,0.075211
1749505709.186834,0.072518
1749505709.436817,0.073806
1749505709.686800,0.073718
1749505709.936783,0.074831
1749505710.186766,0.074757
1749505710.436749,0.072635
1749505710.686732,0.073001
1749505710.936715,0.073016
1749505711.186698,0.072577
1749505711.436681,0.073089
1749505711.686664,0.074392
1749505711.936647,0.073791
1749505712.186630,0.074318
1749505712.436613,0.074274
1749505712.686596,0.073499
1749505712.936579,0.073865
1749505713.186563,0.073938
1749505713.436546,0.072825
1749505713.686529,0.072518
1749505713.936512,0.072562
1749505714.186495,0.073396
1749505714.436478,0.073689
1749505714.686461,0.073952
1749505724.435799,0.079807
1749505724.685782,0.079251
1749505724.935766,0.078051
1749505725.185749,0.076821
1749505725.435732,0.077787
1749505725.685715,0.079632
1749505725.935698,0.077846
1749505726.185681,0.077685
1749505726.435664,0.077363
1749505726.685647,0.078739
1749505726.935630,0.076514
1749505727.185613,0.076470
1749505727.435596,0.075548
1749505727.685579,0.075387
1749505727.935562,0.075826
1749505728.185545,0.076470
1749505728.435528,0.077026
1749505728.685511,0.075504
1749505728.935494,0.076221
1749505729.185477,0.074977
1749505729.435460,0.075899
1749505729.685443,0.075153
1749505729.935426,0.073894
1749505730.185410,0.074699
1749505730.435392,0.076529
1749505730.685375,0.073001
1749505730.935359,0.074875
1749505731.185342,0.072577
1749505731.435325,0.074845
1749505731.685308,0.073645
1749505731.935291,0.074040
1749505732.185274,0.075709
1749505732.435257,0.074670
1749505732.685240,0.073821
1749505732.935223,0.072635
1749505733.185206,0.073294
1749505733.435189,0.073016
1749505733.685172,0.073660
1749505733.935155,0.073879
1749505734.185138,0.073733
1749505734.435121,0.073850
1749505734.685104,0.074318
1749505734.935087,0.074992
1749505735.185070,0.075577
1749505735.435053,0.074640
1749505735.685036,0.073777
1749505735.935019,0.073660
1749505736.185003,0.073425
1749505736.434986,0.074992
1749505736.684968,0.073821
1749505736.934952,0.074450
1749505737.184935,0.073235
1749505737.434918,0.074977
1749505737.684901,0.074450
1749505739.684765,0.074084
1749505739.934748,0.074070
1749505740.184731,0.074011
1749505740.434714,0.072899
1749505740.684697,0.073674
1749505740.934680,0.073806
1749505741.184663,0.073425
1749505741.434646,0.072781
1749505741.684629,0.073191
1749505741.934613,0.073865
1749505742.184596,0.073879
1749505742.434579,0.073718
1749505742.684562,0.074801
1749505742.934545,0.075475
1749505743.184528,0.075489
1749505743.434511,0.074567
1749505743.684494,0.075460
1749505743.934477,0.074948
1749505744.184460,0.074596
1749505744.434443,0.073133
1749505744.684426,0.074333
1749505744.934409,0.074011
1749505745.184392,0.073704
1749505745.434375,0.073674
1749505745.684358,0.073660
1749505745.934341,0.073133
1749505746.184324,0.073704
1749505746.434307,0.074714
1749505746.684290,0.073206
1749505746.934273,0.073177
1749505747.184256,0.073030
1749505747.434239,0.074831
1749505747.684222,0.075797
1749505747.934206,0.074113
1749505748.184189,0.072591
1749505748.434172,0.072562
1749505748.684155,0.073645
1749505748.934138,0.073177
1749505749.184121,0.075123
1749505749.434104,0.074699
1749505749.684087,0.074304
1749505749.934070,0.075079
1749505750.184053,0.074596
1749505750.434036,0.075724
1749505750.684019,0.074465
1749505750.934002,0.073162
1749505751.183985,0.074509
1749505751.433968,0.072767
1749505751.683951,0.073689
1749505751.933934,0.073499
1749505752.183917,0.072577
1749505752.433900,0.072752
1749505752.683883,0.074289
1749505752.933867,0.074567
1749505760.933324,0.072884
1749505761.183307,0.073923
1749505761.433290,0.072577
1749505761.683273,0.072401
1749505761.933256,0.072577
1749505762.183239,0.073455
1749505762.433222,0.073264
1749505762.683205,0.073645
1749505762.933188,0.071845
1749505763.183171,0.073191
1749505763.433154,0.072577
1749505763.683137,0.072738
1749505763.933120,0.073308
1749505764.183103,0.073762
1749505764.433086,0.073762
1749505764.683069,0.073821
1749505764.933053,0.072942
1749505765.183036,0.074465
1749505765.433019,0.074933
1749505765.683002,0.073045
1749505765.932985,0.075197
1749505766.182968,0.073060
1749505766.432951,0.073308
1749505766.682934,0.073177
1749505766.932917,0.072577
1749505767.182900,0.072357
1749505767.432883,0.072035
1749505767.682866,0.073162
1749505767.932849,0.071625
1749505768.182832,0.073133
1749505768.432815,0.073411
1749505768.682798,0.071171
1749505768.932781,0.070630
1749505769.182764,0.071391
1749505769.432747,0.071493
1749505769.682730,0.071537
1749505769.932714,0.071318
1749505770.182696,0.072489
1749505770.432679,0.071581
1749505770.682662,0.071215
1749505770.932646,0.070542
1749505771.182629,0.070322
1749505771.432612,0.070600
1749505771.682595,0.071464
1749505771.932578,0.071757
1749505772.182561,0.071684
1749505772.432544,0.071640
1749505772.682527,0.073133
1749505772.932510,0.073060
1749505773.182493,0.071801
1749505773.432476,0.071054
1749505773.682459,0.070249
1749505773.932442,0.070483
1749505774.182425,0.070293
1749505774.432408,0.070600
1749505786.931560,0.072986
1749505787.181543,0.073060
1749505787.431526,0.073630
1749505787.681509,0.073733
1749505787.931493,0.072328
1749505788.181476,0.071830
1749505788.431459,0.071962
1749505788.681442,0.072767
1749505788.931425,0.072328
1749505789.181408,0.073747
1749505789.431391,0.073689
1749505789.681374,0.074875
1749505789.931357,0.074040
1749505790.181340,0.074421
1749505790.431323,0.073103
1749505790.681306,0.074260
1749505790.931289,0.074977
1749505791.181272,0.075445
1749505791.431255,0.074626
1749505791.681238,0.073367
1749505791.931221,0.073718
1749505792.181204,0.073674
1749505792.431187,0.074977
1749505792.681170,0.073616
1749505792.931153,0.072006
1749505793.181136,0.072577
1749505793.431119,0.072547
1749505793.681103,0.071830
1749505793.931086,0.072430
1749505794.181069,0.072840
1749505794.431052,0.072855
1749505794.681035,0.073294
1749505794.931018,0.072284
1749505795.181001,0.071757
1749505795.430984,0.073089
1749505795.680967,0.073030
1749505795.930950,0.073469
1749505796.180933,0.073382
1749505796.430916,0.074348
1749505796.680899,0.073162
1749505796.930882,0.072855
1749505797.180865,0.071171
1749505797.430848,0.073733
1749505797.680831,0.072533
1749505797.930814,0.072313
1749505798.180797,0.074406
1749505798.430780,0.073747
1749505798.680763,0.072562
1749505798.930747,0.074699
1749505799.180729,0.073850
1749505799.430712,0.073630
1749505799.680696,0.073060
1749505799.930679,0.074377
1749505800.180662,0.071801
1749505802.930475,0.071259
1749505803.180458,0.072006
1749505803.430441,0.071625
1749505803.680424,0.072591
1749505803.930407,0.071830
1749505804.180390,0.071625
1749505804.430373,0.071420
1749505804.680357,0.071947
1749505804.930340,0.072342
1749505805.180323,0.073704
1749505805.430305,0.073045
1749505805.680289,0.071786
1749505805.930272,0.072899
1749505806.180255,0.071391
1749505806.430238,0.072533
1749505806.680221,0.073704
1749505806.930204,0.071757
1749505807.180187,0.071815
1749505807.430170,0.072167
1749505807.680153,0.072445
1749505807.930136,0.073674
1749505808.180119,0.073118
1749505808.430102,0.072415
1749505808.680085,0.073147
1749505808.930068,0.073879
1749505809.180051,0.072781
1749505809.430034,0.073103
1749505809.680017,0.075460
1749505809.930000,0.073733
1749505810.179983,0.072591
1749505810.429966,0.072620
1749505810.679950,0.071186
1749505810.929933,0.071596
1749505811.179916,0.070732
1749505811.429899,0.071786
1749505811.679882,0.072225
1749505811.929865,0.071479
1749505812.179848,0.073089
1749505812.429831,0.071771
1749505812.679814,0.070366
1749505812.929797,0.072694
1749505813.179780,0.072211
1749505813.429763,0.071771
1749505813.679746,0.072664
1749505813.929729,0.071581
1749505814.179712,0.070630
1749505814.429695,0.072796
1749505814.679678,0.073016
1749505814.929661,0.074113
1749505815.179644,0.073016
1749505815.429627,0.072415
1749505815.679610,0.072620
1749505815.929593,0.074743
1749505816.179576,0.073455
1749505816.429559,0.072738
1749505825.928915,0.071245
1749505826.178898,0.071771
1749505826.428881,0.073425
1749505826.678864,0.071771
1749505826.928847,0.072386
1749505827.178830,0.073294
1749505827.428813,0.073645
1749505827.678797,0.073382
1749505827.928780,0.073952
1749505828.178763,0.072328
1749505828.428746,0.073001
1749505828.678729,0.072708
1749505828.928712,0.072415
1749505829.178695,0.072606
1749505829.428678,0.074699
1749505829.678661,0.073045
1749505829.928644,0.073016
1749505830.178627,0.073191
1749505830.428610,0.073089
1749505830.678593,0.073103
1749505830.928576,0.072825
1749505831.178559,0.072811
1749505831.428542,0.073089
1749505831.678525,0.073030
1749505831.928508,0.073060
1749505832.178491,0.071903
1749505832.428474,0.072781
1749505832.678457,0.072796
1749505832.928440,0.072401
1749505833.178423,0.071698
1749505833.428406,0.071786
1749505833.678390,0.072357
1749505833.928373,0.072006
1749505834.178356,0.072415
1749505834.428339,0.072928
1749505834.678322,0.072972
1749505834.928305,0.072415
1749505835.178288,0.074494
1749505835.428271,0.073952
1749505835.678254,0.075050
1749505835.928237,0.074216
1749505836.178220,0.073674
1749505836.428203,0.074333
1749505836.678186,0.074728
1749505836.928169,0.074816
1749505837.178152,0.074318
1749505837.428135,0.073718
1749505837.678118,0.074450
1749505837.928101,0.073689
1749505838.178084,0.075855
1749505838.428067,0.073147
1749505838.678050,0.073367
1749505838.928033,0.074875
1749505839.178016,0.074523
1749505843.927694,0.073718
1749505844.177677,0.073865
1749505844.427660,0.074245
1749505844.677644,0.074304
1749505844.927626,0.073630
1749505845.177609,0.073586
1749505845.427593,0.074216
1749505845.677576,0.073733
1749505845.927559,0.074099
1749505846.177542,0.073484
1749505846.427525,0.074845
1749505846.677508,0.075138
1749505846.927491,0.074406
1749505847.177474,0.073821
1749505847.427457,0.074026
1749505847.677440,0.074655
1749505847.927423,0.074567
1749505848.177406,0.075402
1749505848.427389,0.075987
1749505848.677372,0.074348
1749505848.927355,0.073645
1749505849.177338,0.073425
1749505849.427321,0.074933
1749505849.677304,0.073747
1749505849.927287,0.073162
1749505850.177270,0.073894
1749505850.427253,0.073733
1749505850.677237,0.073177
1749505850.927220,0.073879
1749505851.177202,0.074523
1749505851.427186,0.073747
1749505851.677169,0.075314
1749505851.927152,0.074392
1749505852.177135,0.074611
1749505852.427118,0.074157
1749505852.677101,0.073586
1749505852.927084,0.075328
1749505853.177067,0.074011
1749505853.427050,0.073045
1749505853.677033,0.073308
1749505853.927016,0.072562
1749505854.176999,0.075416
1749505854.426982,0.075475
1749505854.676965,0.074172
1749505854.926948,0.073221
1749505855.176931,0.074801
1749505855.426914,0.073411
1749505855.676897,0.073777
1749505855.926880,0.072606
1749505856.176863,0.073089
1749505856.426847,0.073747
1749505856.676830,0.073074
1749505856.926813,0.072620
1749505857.176796,0.073660
1749505865.426236,0.073045
1749505865.676219,0.072986
1749505865.926202,0.073103
1749505866.176185,0.073294
1749505866.426168,0.073616
1749505866.676151,0.073294
1749505866.926134,0.072577
1749505867.176117,0.073806
1749505867.426100,0.072577
1749505867.676084,0.072767
1749505867.926066,0.072752
1749505868.176049,0.073704
1749505868.426033,0.073323
1749505868.676016,0.074348
1749505868.925999,0.073308
1749505869.175982,0.073103
1749505869.425965,0.072869
1749505869.675948,0.074187
1749505869.925931,0.073103
1749505870.175914,0.073586
1749505870.425897,0.073586
1749505870.675880,0.073060
1749505870.925863,0.072957
1749505871.175846,0.074757
1749505871.425829,0.074450
1749505871.675812,0.072664
1749505871.925795,0.072650
1749505872.175778,0.072064
1749505872.425761,0.072035
1749505872.675744,0.073294
1749505872.925727,0.073338
1749505873.175710,0.072591
1749505873.425694,0.073879
1749505873.675677,0.074362
1749505873.925660,0.074392
1749505874.175642,0.073469
1749505874.425626,0.074904
1749505874.675609,0.075445
1749505874.925592,0.074933
1749505875.175575,0.073821
1749505875.425558,0.073103
1749505875.675541,0.074523
1749505875.925524,0.074040
1749505876.175507,0.074699
1749505876.425490,0.074289
1749505876.675473,0.075445
1749505876.925456,0.074684
1749505877.175439,0.073601
1749505877.425422,0.074538
1749505877.675405,0.074479
1749505877.925388,0.072913
1749505878.175371,0.074172
1749505878.425354,0.073704
1749505878.675337,0.073777
1749505878.925320,0.074743
1749505888.924642,0.074333
1749505889.174625,0.074743
1749505889.424608,0.075167
1749505889.674591,0.074274
1749505889.924574,0.073616
1749505890.174557,0.075709
1749505890.424541,0.076968
1749505890.674523,0.075343
1749505890.924506,0.074172
1749505891.174489,0.073045
1749505891.424473,0.071625
1749505891.674456,0.072591
1749505891.924439,0.071728
1749505892.174422,0.071669
1749505892.424405,0.073133
1749505892.674388,0.072328
1749505892.924371,0.071654
1749505893.174354,0.072050
1749505893.424337,0.072415
1749505893.674320,0.073923
1749505893.924303,0.074699
1749505894.174286,0.074787
1749505894.424269,0.073382
1749505894.674252,0.072972
1749505894.924235,0.072401
1749505895.174218,0.072415
1749505895.424201,0.072415
1749505895.674184,0.072020
1749505895.924167,0.072899
1749505896.174150,0.072694
1749505896.424134,0.072767
1749505896.674117,0.072415
1749505896.924099,0.071581
1749505897.174083,0.072928
1749505897.424066,0.071464
1749505897.674049,0.072386
1749505897.924032,0.072547
1749505898.174015,0.073894
1749505898.423998,0.072942
1749505898.673981,0.072928
1749505898.923964,0.072811
1749505899.173947,0.073499
1749505899.423930,0.072767
1749505899.673913,0.071976
1749505899.923896,0.071347
1749505900.173879,0.072503
1749505900.423862,0.071391
1749505900.673845,0.072035
1749505900.923828,0.071171
1749505901.173811,0.071771
1749505901.423794,0.072577
1749505901.673777,0.072298
1749505901.923760,0.071391
1749505902.173743,0.070849
1749505902.423727,0.070322
1749505907.173404,0.071025
1749505907.423387,0.071040
1749505907.673370,0.071757
1749505907.923353,0.071376
1749505908.173337,0.070718
1749505908.423320,0.072591
1749505908.673303,0.069532
1749505908.923286,0.070674
1749505909.173269,0.071347
1749505909.423252,0.069722
1749505909.673235,0.069781
1749505909.923218,0.070044
1749505910.173201,0.071303
1749505910.423184,0.070337
1749505910.673167,0.068712
1749505910.923150,0.070644
1749505911.173133,0.070586
1749505911.423116,0.070981
1749505911.673099,0.071376
1749505911.923082,0.070352
1749505912.173065,0.070893
1749505912.423048,0.070966
1749505912.673031,0.072064
1749505912.923014,0.070805
1749505913.172997,0.071742
1749505913.422981,0.071391
1749505913.672963,0.071742
1749505913.922946,0.071083
1749505914.172930,0.071083
1749505914.422913,0.070688
1749505914.672896,0.070835
1749505914.922879,0.070483
1749505915.172862,0.071625
1749505915.422845,0.071845
1749505915.672828,0.070659
1749505915.922811,0.071157
1749505916.172794,0.071054
1749505916.422777,0.070718
1749505916.672760,0.070308
1749505916.922743,0.070674
1749505917.172726,0.071391
1749505917.422709,0.071801
1749505917.672692,0.071771
1749505917.922675,0.072050
1749505918.172658,0.071845
1749505918.422641,0.071376
1749505918.672624,0.070659
1749505918.922607,0.072518
1749505919.172590,0.071537
1749505919.422574,0.071391
1749505919.672557,0.071962
1749505919.922539,0.070644
1749505920.172523,0.071010
1749505920.422506,0.072811
1749505920.672489,0.072620
1749505921.422438,0.073469
1749505921.672421,0.073191
1749505921.922404,0.072562
1749505922.172387,0.072050
1749505922.422370,0.073089
1749505922.672353,0.073704
1749505922.922336,0.073250
1749505923.172319,0.073133
1749505923.422302,0.073133
1749505923.672285,0.073294
1749505923.922268,0.073835
1749505924.172251,0.074143
1749505924.422234,0.073791
1749505924.672217,0.073938
1749505924.922200,0.073279
1749505925.172184,0.074670
1749505925.422167,0.072533
1749505925.672150,0.074948
1749505925.922133,0.075343
1749505926.172116,0.074582
1749505926.422099,0.074962
1749505926.672082,0.074992
1749505926.922065,0.073367
1749505927.172048,0.073294
1749505927.422031,0.074084
1749505927.672014,0.073733
1749505927.921997,0.073733
1749505928.171980,0.072606
1749505928.421963,0.072533
1749505928.671946,0.073440
1749505928.921929,0.073060
1749505929.171912,0.074084
1749505929.421895,0.074655
1749505929.671878,0.073060
1749505929.921861,0.074216
1749505930.171844,0.073294
1749505930.421827,0.073572
1749505930.671810,0.073938
1749505930.921793,0.073103
1749505931.171777,0.074904
1749505931.421760,0.074070
1749505931.671743,0.073865
1749505931.921726,0.072942
1749505932.171709,0.072562
1749505932.421692,0.071757
1749505932.671675,0.074011
1749505932.921658,0.074274
1749505933.171641,0.074362
1749505933.421624,0.073747
1749505933.671607,0.073718
1749505933.921590,0.074333
1749505934.171573,0.073235
1749505934.421556,0.073103
1749505934.671539,0.073572
1749505938.671268,0.073850
1749505938.921251,0.074231
1749505939.171234,0.073279
1749505939.421217,0.072489
1749505939.671200,0.072884
1749505939.921183,0.072415
1749505940.171166,0.073586
1749505940.421149,0.073660
1749505940.671132,0.072547
1749505940.921115,0.073499
1749505941.171098,0.073206
1749505941.421081,0.072811
1749505941.671064,0.073425
1749505941.921047,0.072869
1749505942.171031,0.074816
1749505942.421014,0.073440
1749505942.670996,0.074714
1749505942.920979,0.073103
1749505943.170963,0.073528
1749505943.420946,0.074333
1749505943.670929,0.074187
1749505943.920912,0.074216
1749505944.170895,0.073733
1749505944.420878,0.074918
1749505944.670861,0.072664
1749505944.920844,0.074816
1749505945.170827,0.077378
1749505945.420810,0.076119
1749505945.670793,0.075855
1749505945.920776,0.074640
1749505946.170759,0.075094
1749505946.420742,0.073894
1749505946.670725,0.072913
1749505946.920708,0.073879
1749505947.170691,0.074582
1749505947.420674,0.074977
1749505947.670657,0.075431
1749505947.920640,0.074743
1749505948.170624,0.075636
1749505948.420607,0.075402
1749505948.670590,0.076309
1749505948.920573,0.074523
1749505949.170556,0.073762
1749505949.420539,0.074406
1749505949.670522,0.074201
1749505949.920505,0.075987
1749505950.170488,0.075841
1749505950.420471,0.076250
1749505950.670454,0.075167
1749505950.920437,0.074699
1749505951.170420,0.075211
1749505951.420403,0.076587
1749505951.670386,0.076221
1749505951.920369,0.075431
1749505958.919894,0.072913
1749505959.169878,0.071713
1749505959.419860,0.073133
1749505959.669843,0.074479
1749505959.919827,0.078197
1749505960.169810,0.077246
1749505960.419793,0.073704
1749505960.669776,0.074757
1749505960.919759,0.075006
1749505961.169742,0.075065
1749505961.419725,0.075094
1749505961.669708,0.074684
1749505961.919691,0.076646
1749505962.169674,0.075533
1749505962.419657,0.075885
1749505962.669640,0.076441
1749505962.919623,0.076675
1749505963.169606,0.075928
1749505963.419589,0.078168
1749505963.669572,0.076851
1749505963.919555,0.076221
1749505964.169538,0.074494
1749505964.419521,0.075270
1749505964.669504,0.075724
1749505964.919487,0.076031
1749505965.169471,0.075724
1749505965.419454,0.075841
1749505965.669436,0.078563
1749505965.919420,0.077495
1749505966.169403,0.076690
1749505966.419386,0.075533
1749505966.669369,0.077597
1749505966.919352,0.076690
1749505967.169335,0.075153
1749505967.419318,0.075987
1749505967.669301,0.077187
1749505967.919284,0.075343
1749505968.169267,0.075387
1749505968.419250,0.075797
